;description;energy;kms;location;make;model;price;title;transmission;year
3011;;gasolina;105000;Santiago de Surco - Lima - Lima;volkswagen;cc;9600;volkswagen cc 2010;automática (secuencial);2010
3012;;gasolina;103000;Santiago de Surco - Lima - Lima;volkswagen;passat;9500;volkswagen passat 2006;automática (secuencial);2006
3013;;gasolina;85270;Lince - Lima - Lima;volkswagen;tiguan;12500;volkswagen tiguan 2011;mecánica;2011
3014;;gasolina;60000;Barranco - Lima - Lima;volkswagen;beetle;13800;volkswagen beetle 2014;mecánica;2014
3015;;gasolina;79000;Lima - Lima - Lima;volkswagen;tiguan;12000;volkswagen tiguan 2010;automática (secuencial);2010
3016;;gasolina;130000;Santiago de Surco - Lima - Lima;volkswagen;golf;3990;volkswagen golf 1998;mecánica;1998
3017;;diesel;101000;Santiago de Surco - Lima - Lima;volkswagen;amarok;14500;volkswagen amarok 2012;mecánica;2012
3018;;gasolina;17000;Santiago de Surco - Lima - Lima;volkswagen;gol;11950;volkswagen gol 2017;mecánica;2017
3019;;gasolina;130000;La Victoria - Lima - Lima;volkswagen;bora;5800;volkswagen bora 2004;mecánica;2004
3020;;gasolina;;Santiago de Surco - Lima - Lima;volkswagen;bora;8500;volkswagen bora 2011;mecánica;2011
3021;;gasolina;98000;Cayma - Arequipa - Arequipa;volkswagen;passat;9000;volkswagen passat 2006;automática (secuencial);2006
3022;;dual;14900;San Borja - Lima - Lima;volkswagen;gol confort sedan;11600;volkswagen gol confort sedan 2017;mecánica;2017
3023;;dual;168000;Pueblo Libre - Lima - Lima;volkswagen;bora;6000;volkswagen bora 2007;mecánica;2007
3024;;gas glp;;Chorrillos - Lima - Lima;volkswagen;kombi;3500;volkswagen kombi 1992;mecánica;1992
3025;;gasolina;;Jesus Maria - Lima - Lima;volkswagen;bora;6200;volkswagen bora 2004;mecánica;2004
3026;;gasolina;31000;San Isidro - Lima - Lima;volkswagen;passat cc;15900;volkswagen passat cc 2011;automática (secuencial);2011
3027;;gasolina;65000;Surquillo - Lima - Lima;volkswagen;crossfox;11000;volkswagen crossfox 2013;mecánica;2013
3028;;gasolina;;San Isidro - Lima - Lima;volkswagen;escarabajo;6400;volkswagen escarabajo 1962;mecánica;1962
3029;;gasolina;65000;La Molina - Lima - Lima;volkswagen;beetle;6800;volkswagen beetle 2006;automática;2006
3030;;gasolina;40900;San Martin de Porres - Lima - Lima;volkswagen;gol sedán;10000;volkswagen gol sedán 2016;mecánica;2016
3031;;gasolina;51000;San Isidro - Lima - Lima;volkswagen;jetta;12600;volkswagen jetta 2015;automática (secuencial);2015
3032;;gasolina;71000;Miraflores - Lima - Lima;volkswagen;polo;;volkswagen polo 2009;mecánica;2009
3033;;gasolina;47000;Pueblo Libre - Lima - Lima;volkswagen;voyage;8199;volkswagen voyage 2014;automática (secuencial);2014
3034;;dual;;San Miguel - Lima - Lima;volkswagen;bora;7750;volkswagen bora 2010;mecánica;2010
3035;;gasolina;88000;Miraflores - Lima - Lima;volkswagen;cc;11000;volkswagen cc 2012;automática (secuencial);2012
3036;;gasolina;;Chorrillos - Lima - Lima;volkswagen;gol sedán;9950;volkswagen gol sedán 2017;mecánica;2017
3037;;gasolina;80000;San Isidro - Lima - Lima;volkswagen;polo;7500;volkswagen polo 2003;mecánica;2003
3038;;gasolina;90000;Santiago de Surco - Lima - Lima;volkswagen;bora;6900;volkswagen bora 2008;automática (secuencial);2008
3039;;gasolina;41000;Paucarpata - Arequipa - Arequipa;volkswagen;gol;10300;volkswagen gol 2016;mecánica;2016
3040;;gasolina;122000;Ica - Ica - Ica;volkswagen;jetta;2000;volkswagen jetta 1986;mecánica;1986
3041;;gasolina;125000;Cusco - Cusco - Cusco;volkswagen;golf;4500;volkswagen golf 1998;mecánica;1998
3042;;gasolina;28500;Miraflores - Lima - Lima;volkswagen;gol comfort 1,6;7000;volkswagen gol comfort 1,6 2011;mecánica;2011
3043;;gasolina;;Jacobo Hunter - Arequipa - Arequipa;volkswagen;escarabajo;2600;volkswagen escarabajo 1975;mecánica;1975
3044;;gasolina;42000;Santiago de Surco - Lima - Lima;volkswagen;cc;14800;volkswagen cc 2012;automática (secuencial);2012
3045;;gasolina;26000;Lima - Lima - Lima;volkswagen;gol;9600;volkswagen gol 2015;mecánica;2015
3046;;gasolina;129000;Surquillo - Lima - Lima;volkswagen;bora;7500;volkswagen bora 2009;automática (secuencial);2009
3047;;gasolina;69000;San Borja - Lima - Lima;volkswagen;cc;13100;volkswagen cc 2012;automática (secuencial);2012
3048;;gasolina;20100;Cajamarca - Cajamarca - Cajamarca;volkswagen;gol;;volkswagen gol 2016;mecánica;2016
3049;;diesel;;Barranca - Barranca - Lima;volkswagen;caravelle;2500;volkswagen caravelle 1998;automática;1998
3050;;gasolina;157000;Cajamarca - Cajamarca - Cajamarca;volkswagen;escarabajo cabriolet;3900;volkswagen escarabajo cabriolet 1973;mecánica;1973
3051;;gasolina;157000;Cajatambo - Cajatambo - Lima;volkswagen;escarabajo cabriolet;3900;volkswagen escarabajo cabriolet 1973;mecánica;1973
3052;;diesel;172867;Puno - Puno - Puno;volkswagen;caravelle;9800;volkswagen caravelle 2014;mecánica;2014
3053;;gasolina;62000;Miraflores - Lima - Lima;volkswagen;space fox;7800;volkswagen space fox 2010;automática (secuencial);2010
3054;;gasolina;108000;Santiago de Surco - Lima - Lima;volkswagen;beetle;6000;volkswagen beetle 2001;mecánica;2001
3055;;gasolina;208000;Santiago de Surco - Lima - Lima;volkswagen;golf;6500;volkswagen golf 2004;mecánica;2004
3056;;gasolina;78431;Lima - Lima - Lima;volkswagen;jetta;12500;volkswagen jetta 2014;automática (secuencial);2014
3057;;gasolina;116000;Breña - Lima - Lima;volkswagen;golf;6850;volkswagen golf 2002;automática;2002
3058;;gasolina;37000;Surquillo - Lima - Lima;volkswagen;voyage;8000;volkswagen voyage 2014;mecánica;2014
3059;;gasolina;;Magdalena del Mar - Lima - Lima;volkswagen;crossfox;10500;volkswagen crossfox 2012;mecánica;2012
3060;;gasolina;250000;Independencia - Lima - Lima;volkswagen;transporter;;volkswagen transporter 2000;mecánica;2000
3061;;diesel;95000;Huanta - Huanta - Ayacucho;volkswagen;amarok;11900;volkswagen amarok 2015;automática;2015
3062;;gasolina;72150;Huaros - Canta - Lima;volkswagen;tiguan;7200;volkswagen tiguan 2009;automática;2009
3063;;diesel;77659;Puerto Inca - Puerto Inca - Huanuco;volkswagen;amarok;8300;volkswagen amarok 2013;mecánica;2013
3064;;diesel;116000;La Molina - Lima - Lima;volkswagen;amarok;17500;volkswagen amarok 2012;mecánica;2012
3065;;gasolina;60000;Surquillo - Lima - Lima;volkswagen;bora;10000;volkswagen bora 2012;mecánica;2012
3066;;dual;79500;Magdalena del Mar - Lima - Lima;volkswagen;bora;9590;volkswagen bora 2010;automática (secuencial);2010
3067;;gasolina;84800;Miraflores - Lima - Lima;volkswagen;jetta;9999;volkswagen jetta 2013;automática (secuencial);2013
3068;;gasolina;20100;Cajamarca - Cajamarca - Cajamarca;volkswagen;gol;;volkswagen gol 2016;mecánica;2016
3069;;dual;110000;Santiago de Surco - Lima - Lima;volkswagen;bora;7000;volkswagen bora 2008;mecánica;2008
3070;;gasolina;53000;San Miguel - Lima - Lima;volkswagen;gol;10200;volkswagen gol 2015;automática (secuencial);2015
3071;;gasolina;56000;San Borja - Lima - Lima;volkswagen;bora;10500;volkswagen bora 2013;mecánica;2013
3072;;gasolina;50000;Surquillo - Lima - Lima;volkswagen;tiguan;17000;volkswagen tiguan 2012;automática;2012
3073;;dual;5900;Santa Anita - Lima - Lima;volkswagen;gol;;volkswagen gol 2019;mecánica;2019
3074;;gasolina;95000;Santiago de Surco - Lima - Lima;volkswagen;passat;8900;volkswagen passat 2010;automática (secuencial);2010
3075;;gasolina;48000;San Juan de Miraflores - Lima - Lima;volkswagen;gol;8350;volkswagen gol 2011;mecánica;2011
3076;;dual;2000;Los Olivos - Lima - Lima;volkswagen;jetta;19500;volkswagen jetta 2018;automática (secuencial);2018
3077;;gasolina;60000;Barranco - Lima - Lima;volkswagen;gol;8000;volkswagen gol 2015;mecánica;2015
3078;;gasolina;23000;La Molina - Lima - Lima;volkswagen;up;;volkswagen up 2016;mecánica;2016
3079;;gas glp;48000;Los Olivos - Lima - Lima;volkswagen;gol;8000;volkswagen gol 2013;automática (secuencial);2013
3080;;gasolina;222000;Surquillo - Lima - Lima;volkswagen;1600;;volkswagen 1600 2005;mecánica;2005
3081;;gasolina;62000;Lima - Lima - Lima;volkswagen;gol;10500;volkswagen gol 2013;mecánica;2013
3082;;gasolina;125000;Lima - Lima - Lima;volkswagen;passat;7000;volkswagen passat 2007;automática (secuencial);2007
3083;;gasolina;62100;San Miguel de Cauri - Lauricocha - Huanuco;volkswagen;crossfox;3800;volkswagen crossfox 2005;mecánica;2005
3084;;gasolina;57000;Trujillo - Trujillo - La Libertad;volkswagen;crossfox;3800;volkswagen crossfox 2004;mecánica;2004
3085;;gasolina;72000;Santiago de Surco - Lima - Lima;volkswagen;jetta;12700;volkswagen jetta 2014;automática (secuencial);2014
3086;;diesel;69500;Ocros - Huamanga - Ayacucho;volkswagen;golf;3000;volkswagen golf 2008;automática;2008
3087;;gas glp;107000;Santiago de Surco - Lima - Lima;volkswagen;crossfox;8100;volkswagen crossfox 2011;mecánica;2011
3088;;gasolina;75000;Santiago de Surco - Lima - Lima;volkswagen;bora;7800;volkswagen bora 2010;mecánica;2010
3089;;diesel;77320;Tacna - Tacna - Tacna;volkswagen;amarok;7800;volkswagen amarok 2011;mecánica;2011
3090;;gasolina;34800;Santiago de Surco - Lima - Lima;volkswagen;gol;9700;volkswagen gol 2015;mecánica;2015
3091;;gasolina;131000;Villa El Salvador - Lima - Lima;volkswagen;polo;4790;volkswagen polo 2004;mecánica;2004
3092;;gasolina;89000;Lince - Lima - Lima;volkswagen;bora;9750;volkswagen bora 2011;automática (secuencial);2011
3093;;gasolina;;Santiago de Surco - Lima - Lima;volkswagen;kombi;6000;volkswagen kombi 1991;mecánica;1991
3094;remato camioneta honda cr-v touring año 2015 como nueva;gasolina;42000;Santiago de Surco - Lima - Lima;honda;cr-v;21000;honda cr-v 2015;automática;2015
3095;accord ex-l v6 con 276 hp ! full equipo & mant, en honda ;gasolina;20700;La Molina - Lima - Lima;honda;accord;17900;honda accord 2015;automática;2015
3096;hermoso honda civic turbo 2017;gasolina;16000;San Luis - Lima - Lima;honda;civic;20900;honda civic 2016;automática;2016
3097;honda civic deluxe full extras!! precio por viaje;gasolina;30000;Carabayllo - Lima - Lima;honda;civic;18000;honda civic 2016;automática;2016
3098;honda wrv 2017 automatica full a/t cvt ;gasolina;34935;Santiago de Surco - Lima - Lima;honda;wr-v;17500;honda wr-v 2017;automática;2017
3099;hermoso honda accord 2010 ( de lujo) ;gas glp;125000;La Molina - Lima - Lima;honda;accord;9500;honda accord 2010;automática (secuencial);2010
3100;venta por viaje;gasolina;50000;Miraflores - Lima - Lima;honda;civic si;15000;honda civic si 2013;mecánica;2013
3101;;gasolina;9800;Santiago de Surco - Lima - Lima;honda;cr-v;27400;honda cr-v 2018;automática;2018
3102;;gasolina;50000;Santiago de Surco - Lima - Lima;honda;civic;14000;honda civic 2012;mecánica;2012
3103;"camioneta de lujo ;confort y belleza;uso de dama,";gasolina;25000;La Molina - Lima - Lima;honda;cr-v;26900;honda cr-v 2018;automática;2018
3104;crv 4x4 - full equipo ;gasolina;108000;Cayma - Arequipa - Arequipa;honda;crv;12000;honda crv 2008;automática;2008
3105;remato camioneta honda cr-v touring año 2015 como nueva;gasolina;42000;Santiago de Surco - Lima - Lima;honda;cr-v;21000;honda cr-v 2015;automática;2015
3106;accord ex-l v6 con 276 hp ! full equipo & mant, en honda ;gasolina;20700;La Molina - Lima - Lima;honda;accord;17900;honda accord 2015;automática;2015
3107;hermoso honda civic turbo 2017;gasolina;16000;San Luis - Lima - Lima;honda;civic;20900;honda civic 2016;automática;2016
3108;honda civic deluxe full extras!! precio por viaje;gasolina;30000;Carabayllo - Lima - Lima;honda;civic;18000;honda civic 2016;automática;2016
3109;honda wrv 2017 automatica full a/t cvt ;gasolina;34935;Santiago de Surco - Lima - Lima;honda;wr-v;17500;honda wr-v 2017;automática;2017
3110;hermoso honda accord 2010 ( de lujo) ;gas glp;125000;La Molina - Lima - Lima;honda;accord;9500;honda accord 2010;automática (secuencial);2010
3111;venta por viaje;gasolina;50000;Miraflores - Lima - Lima;honda;civic si;15000;honda civic si 2013;mecánica;2013
3112;;gasolina;9800;Santiago de Surco - Lima - Lima;honda;cr-v;27400;honda cr-v 2018;automática;2018
3113;;gasolina;50000;Santiago de Surco - Lima - Lima;honda;civic;14000;honda civic 2012;mecánica;2012
3114;"camioneta de lujo ;confort y belleza;uso de dama,";gasolina;25000;La Molina - Lima - Lima;honda;cr-v;26900;honda cr-v 2018;automática;2018
3115;crv 4x4 - full equipo ;gasolina;108000;Cayma - Arequipa - Arequipa;honda;crv;12000;honda crv 2008;automática;2008
3116;uso particular en buen estado,;gasolina;160000;San Borja - Lima - Lima;honda;civic;5500;honda civic 2002;automática;2002
3117;;gasolina;36000;Lima - Lima - Lima;honda;city;16800;honda city 2014;automática (secuencial);2014
3118;vehículo en excelente estado;gasolina;14550;Lima - Lima - Lima;honda;civic coupe;13000;honda civic coupe 2012;automática;2012
3119;;gasolina;105000;Santiago de Surco - Lima - Lima;honda;pilot;;honda pilot 2015;automática;2015
3120;"excelente estado ;impecable";gasolina;102500;La Molina - Lima - Lima;honda;cr-v;13200;honda cr-v 2010;automática;2010
3121;ocasion por motivo de viaje;gasolina;39900;Santa Anita - Lima - Lima;honda;pilot;34500;honda pilot 2016;automática (secuencial);2016
3122;negociable;gasolina;234000;Jesus Maria - Lima - Lima;honda;civic;3400;honda civic 1995;mecánica;1995
3123;;gasolina;65000;La Molina - Lima - Lima;honda;pilot;22500;honda pilot 2013;automática;2013
3124;automatico/asientodecuero/camaraderetro/modosportyeco;gasolina;5300;San Isidro - Lima - Lima;honda;civic;21650;honda civic 2017;automática (secuencial);2017
3125;"honda cr-v en excelente estado; revisión técnica al día";gasolina;183000;La Molina - Lima - Lima;honda;cr-v;11000;honda cr-v 2010;automática;2010
3126;casi nuevo;gasolina;17500;Santiago de Surco - Lima - Lima;honda;wr-v;16900;honda wr-v 2018;automática;2018
3127;;gasolina;65000;Los Olivos - Lima - Lima;honda;hr-v;17000;honda hr-v 2016;automática;2016
3128;camioneta seminueva con revision tecnica,;gasolina;39720;Santiago de Surco - Lima - Lima;honda;pilot;26800;honda pilot 2013;automática;2013
3129;unico dueño;gasolina;83000;Santiago de Surco - Lima - Lima;honda;cr-v;17900;honda cr-v 2013;automática;2013
3130;"auto color blanco ; espacioso y moderno,";gasolina;60000;Magdalena del Mar - Lima - Lima;honda;civic coupe;16500;honda civic coupe 2014;automática;2014
3131;como nuevo;gasolina;60000;Miraflores - Lima - Lima;honda;pilot;12700;honda pilot 2008;automática;2008
3132;;dual;;Magdalena del Mar - Lima - Lima;honda;pilot;26000;honda pilot 2014;automática;2014
3133;;gasolina;167000;La Molina - Lima - Lima;honda;cr-v;12700;honda cr-v 2010;automática;2010
3134;;gasolina;90000;San Isidro - Lima - Lima;honda;cr-v;10900;honda cr-v 2009;automática;2009
3135;;gasolina;59000;Miraflores - Lima - Lima;honda;pilot;21500;honda pilot 2014;automática (secuencial);2014
3136;;gasolina;107000;Santiago de Surco - Lima - Lima;honda;cr-v;13900;honda cr-v 2012;automática;2012
3137;;gasolina;79500;Magdalena del Mar - Lima - Lima;honda;cr-v;15600;honda cr-v 2013;automática;2013
3138;;gasolina;6500;Villa Maria del Triunfo - Lima - Lima;honda;hrv;;honda hrv 2018;mecánica;2018
3139;"honda civic fab 2014 at full cuero; motor 1,8 impecable";gasolina;82500;Santiago de Surco - Lima - Lima;honda;civic;12800;honda civic 2014;automática;2014
3140;;gasolina;97500;La Molina - Lima - Lima;honda;pilot;16800;honda pilot 2011;automática;2011
3141;★★★ honda acord ★★★ fabricación 2011 modelo 2012 ✔ 271 hp✔ ;gasolina;105927;La Victoria - Lima - Lima;honda;accord;11500;honda accord 2011;automática;2011
3142;;gasolina;127000;San Borja - Lima - Lima;honda;partner;4200;honda partner 2001;automática;2001
3143;;gasolina;60350;Lima - Lima - Lima;honda;pilot;23900;honda pilot 2015;automática (secuencial);2015
3144;;gasolina;69798;La Victoria - Lima - Lima;honda;pilot;22900;honda pilot 2015;automática (secuencial);2015
3145;;gasolina;132912;La Victoria - Lima - Lima;honda;pilot;;honda pilot 2009;automática (secuencial);2009
3146;;gasolina;13807;La Victoria - Lima - Lima;honda;odyssey;;honda odyssey 2018;automática (secuencial);2018
3147;honda accord 2015 automatica;gasolina;61000;Santiago de Surco - Lima - Lima;honda;accord;14900;honda accord 2015;automática;2015
3148;honda cr-v 2013 automatica 4x4;gasolina;135000;Santiago de Surco - Lima - Lima;honda;cr-v;14900;honda cr-v 2013;automática;2013
3149;auto honda civic mecanico 2012;gasolina;77000;Santiago de Surco - Lima - Lima;honda;civic;10900;honda civic 2012;mecánica;2012
3150;honda pilot modelo 2011 4x4 version exl;gasolina;70000;Santiago de Surco - Lima - Lima;honda;pilot;16900;honda pilot 2011;automática;2011
3151;honda odyssey 3 filas;gasolina;79000;Santiago de Surco - Lima - Lima;honda;odyssey;16900;honda odyssey 2013;automática;2013
3152;;gasolina;72000;San Isidro - Lima - Lima;honda;pilot;19500;honda pilot 2014;automática;2014
3153;;gasolina;90000;Cieneguilla - Lima - Lima;honda;pilot;20500;honda pilot 2015;automática;2015
3154;;gasolina;80000;La Molina - Lima - Lima;honda;accord;;honda accord 2014;automática;2014
3155;;gasolina;80000;San Borja - Lima - Lima;honda;accord;10400;honda accord 2011;automática;2011
3156;"realmente impecable; todo original,";gasolina;;Surquillo - Lima - Lima;honda;cr-v;;honda cr-v 2000;mecánica;2000
3157;honda pilot fab 2015 at 4x2 mantenimientos en japan autos;gasolina;75000;Santiago de Surco - Lima - Lima;honda;pilot;21800;honda pilot 2015;automática (secuencial);2015
3158;;gasolina;113000;La Molina - Lima - Lima;honda;pilot;23900;honda pilot 2013;automática;2013
3159;;gasolina;44000;Comas - Lima - Lima;honda;cr-v;15900;honda cr-v 2013;automática;2013
3160;;gasolina;1000;San Miguel - Lima - Lima;honda;crv;27900;honda crv 2018;automática (secuencial);2018
3161;;gasolina;130000;San Isidro - Lima - Lima;honda;civic;5400;honda civic 2001;mecánica;2001
3162;;gasolina;5300;San Borja - Lima - Lima;honda;cr-v;25600;honda cr-v 2018;automática;2018
3163;;gasolina;78500;Santiago de Surco - Lima - Lima;honda;cr-v;16000;honda cr-v 2012;automática;2012
